"TIMESTAMP","RECORD","sensorParms(1)","sensorParms(2)","sensorParms(3)","sensorParms(4)","sensorParms(5)","sensorParms(6)","sensorParms(7)","sensorParms(8)","sensorParms(9)","sensorParms(10)","sensorParms(11)"
"TS","RN","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2020-10-17 20:56:02",2548,9.096,30.66,44.03,0.02,0,97.71,-0.23,-0.23,2.837,7.72,22.03
"2020-10-17 21:56:02",2549,9.092,30.66,44.04,0.02,0,97.7,-0.24,-0.24,2.835,7.73,22.06
"2020-10-17 22:56:03",2550,9.079,30.65,44.05,0.02,0,97.7,-0.24,-0.24,2.836,7.72,22.04
"2020-10-17 23:56:02",2551,9.075,30.65,44.04,0.02,0,97.68,-0.25,-0.25,2.833,7.72,22.03
"2020-10-18 02:56:02",2552,9.039,30.63,44.07,0.02,0,97.54,-0.25,-0.25,2.907,7.72,22.03
"2020-10-18 03:56:02",2553,9.034,30.62,44.06,0.02,0,97.64,-0.24,-0.24,2.904,7.72,22.05
"2020-10-18 04:56:02",2554,9.025,30.62,44.06,0.02,0,97.61,-0.28,-0.28,2.906,7.71,22.02
"2020-10-18 05:56:02",2555,9.016,30.6,44.05,0.02,0,97.63,-0.24,-0.24,2.905,7.72,22.04
"2020-10-18 06:56:02",2556,9.016,30.6,44.05,0.02,0,97.64,-0.27,-0.27,2.898,7.72,22.04
"2020-10-18 07:56:02",2557,8.99,30.59,44.06,0.02,0,97.59,-0.24,-0.24,2.899,7.72,22.05
"2020-10-18 08:56:02",2558,8.991,30.59,44.07,0.02,0,97.6,-0.25,-0.25,2.901,7.74,22.1
"2020-10-18 09:56:02",2559,8.969,30.59,44.09,0.02,0,97.57,-0.28,-0.28,2.901,7.73,22.06
"2020-10-18 10:56:02",2560,8.968,30.58,44.08,0.02,0,97.6,-0.27,-0.27,2.894,7.74,22.08
"2020-10-18 11:56:02",2561,8.962,30.52,43.99,0.02,0,97.68,-0.29,-0.29,2.894,7.76,22.16
"2020-10-18 14:56:02",2562,8.962,30.54,44.03,0.02,0,97.57,-0.28,-0.28,2.893,7.74,22.08
"2020-10-18 15:56:02",2563,8.95,30.55,44.05,0.02,0,97.7,-0.26,-0.26,2.89,7.71,22.01
"2020-10-18 16:56:02",2564,8.952,30.56,44.06,0.02,0,97.68,-0.26,-0.26,2.893,7.72,22.03
"2020-10-18 17:56:02",2565,8.94,30.55,44.06,0.02,0,97.71,-0.25,-0.25,2.891,7.71,22
"2020-10-18 18:56:02",2566,8.939,30.56,44.08,0.02,0,97.58,-0.28,-0.28,2.891,7.74,22.08
"2020-10-18 19:56:02",2567,8.959,30.58,44.08,0.02,0,97.6,-0.28,-0.28,2.89,7.74,22.08
"2020-10-18 20:56:02",2568,8.952,30.56,44.07,0.02,0,97.56,-0.31,-0.31,2.895,7.74,22.1
"2020-10-18 21:56:02",2569,8.94,30.56,44.08,0.02,0,97.61,-0.31,-0.31,2.893,7.73,22.06
"2020-10-18 22:56:02",2570,8.93,30.55,44.08,0.02,0,97.56,-0.3,-0.3,2.895,7.74,22.08
"2020-10-18 23:56:02",2571,8.915,30.54,44.08,0.02,0,97.56,-0.27,-0.27,2.89,7.73,22.05
"2020-10-19 02:56:02",2572,8.9,30.53,44.08,0.02,0,97.42,-0.3,-0.3,2.94,7.74,22.1
"2020-10-19 03:56:02",2573,8.881,30.51,44.08,0.02,0,97.51,-0.31,-0.31,2.94,7.74,22.11
"2020-10-19 04:56:02",2574,8.871,30.5,44.08,0.02,0,97.5,-0.29,-0.29,2.939,7.74,22.08
"2020-10-19 05:56:02",2575,8.835,30.47,44.08,0.02,0,97.48,-0.28,-0.28,2.937,7.75,22.13
"2020-10-19 06:56:02",2576,8.845,30.47,44.07,0.02,0,97.47,-0.28,-0.28,2.937,7.74,22.09
"2020-10-19 07:56:02",2577,8.836,30.47,44.07,0.02,0,97.45,-0.3,-0.3,2.939,7.75,22.14
"2020-10-19 08:56:02",2578,8.837,30.47,44.08,0.02,0,97.45,-0.32,-0.32,2.941,7.77,22.2
"2020-10-19 09:56:02",2579,8.812,30.45,44.08,0.02,0,97.39,-0.29,-0.29,2.943,7.75,22.11
"2020-10-19 10:56:02",2580,8.824,30.46,44.08,0.02,0,97.47,-0.28,-0.28,2.946,7.76,22.15
"2020-10-19 11:56:02",2581,8.825,30.46,44.08,0.02,0,97.46,-0.31,-0.31,2.946,7.72,22.04
"2020-10-19 14:56:02",2582,8.823,30.46,44.09,0.02,0,97.48,-0.3,-0.3,2.898,7.7,21.98
"2020-10-19 15:56:02",2583,8.826,30.46,44.08,0.02,0,97.57,-0.32,-0.32,2.895,7.71,22
"2020-10-19 16:56:02",2584,8.823,30.46,44.08,0.02,0,97.54,-0.35,-0.35,2.891,7.73,22.05
"2020-10-19 17:56:02",2585,8.795,30.44,44.09,0.02,0,97.5,-0.31,-0.31,2.889,7.72,22.04
"2020-10-19 18:56:02",2586,8.809,30.45,44.08,0.02,0,97.48,-0.34,-0.34,2.889,7.73,22.06
"2020-10-19 19:56:02",2587,8.799,30.44,44.09,0.02,0,97.5,-0.35,-0.35,2.888,7.73,22.06
"2020-10-19 20:56:02",2588,8.78,30.44,44.1,0.02,0,97.45,-0.32,-0.32,2.881,7.75,22.11
"2020-10-19 21:56:02",2589,8.769,30.42,44.09,0.02,0,97.41,-0.3,-0.3,2.879,7.74,22.11
"2020-10-19 22:56:02",2590,8.741,30.4,44.09,0.02,0,97.39,-0.33,-0.33,2.874,7.75,22.12
"2020-10-19 23:56:02",2591,8.753,30.41,44.1,0.02,0,97.41,-0.31,-0.31,2.866,7.76,22.17
"2020-10-20 02:56:02",2592,8.666,30.29,44.03,0.02,0,97.28,-0.32,-0.32,2.898,7.8,22.27
"2020-10-20 03:56:02",2593,8.651,30.28,44.03,0.02,0,97.35,-0.33,-0.33,2.892,7.8,22.28
"2020-10-20 04:56:02",2594,8.639,30.29,44.05,0.02,0,97.33,-0.3,-0.3,2.88,7.8,22.29
"2020-10-20 05:56:02",2595,8.636,30.25,44,0.02,0,97.37,-0.33,-0.33,2.875,7.83,22.37
"2020-10-20 06:56:03",2596,8.609,30.25,44.03,0.02,0,97.31,-0.36,-0.36,2.867,7.82,22.35
"2020-10-20 07:56:02",2597,8.624,30.26,44.03,0.02,0,97.29,-0.34,-0.34,2.857,7.82,22.35
"2020-10-20 08:56:02",2598,8.614,30.26,44.05,0.02,0,97.31,-0.34,-0.34,2.853,7.81,22.3
"2020-10-20 09:56:02",2599,8.592,30.22,44.02,0.02,0,97.3,-0.32,-0.32,2.847,7.86,22.45
"2020-10-20 10:56:02",2600,8.587,30.23,44.04,0.02,0,97.28,-0.36,-0.36,2.85,7.82,22.34
"2020-10-20 11:56:02",2601,8.579,30.24,44.05,0.02,0,97.27,-0.32,-0.32,2.84,7.81,22.31
"2020-10-20 13:56:02",2602,8.589,30.28,44.1,0.02,0,97.15,-0.34,-0.34,2.958,7.79,22.24
"2020-10-20 14:56:02",2603,8.594,30.28,44.1,0.02,0,97.33,-0.34,-0.34,2.949,7.78,22.21
"2020-10-20 15:56:02",2604,8.585,30.27,44.1,0.02,0,97.33,-0.33,-0.33,2.944,7.77,22.2
"2020-10-20 16:56:02",2605,8.572001,30.26,44.1,0.02,0,97.34,-0.32,-0.32,2.938,7.79,22.26
"2020-10-20 17:56:02",2606,8.549,30.26,44.12,0.02,0,97.33,-0.34,-0.34,2.932,7.81,22.29
"2020-10-20 18:56:02",2607,8.534,30.25,44.13,0.02,0,97.28,-0.33,-0.33,2.925,7.81,22.31
"2020-10-20 19:56:02",2608,8.517,30.22,44.1,0.02,0,97.3,-0.34,-0.34,2.918,7.8,22.29
"2020-10-20 20:56:02",2609,8.519,30.23,44.12,0.02,0,97.29,-0.35,-0.35,2.911,7.81,22.32
"2020-10-20 21:56:02",2610,8.531,30.24,44.11,0.02,0,97.29,-0.34,-0.34,2.909,7.81,22.31
"2020-10-20 22:56:02",2611,8.526,30.24,44.12,0.02,0,97.29,-0.39,-0.39,2.904,7.81,22.3
"2020-10-20 23:56:02",2612,8.517,30.23,44.13,0.02,0,97.28,-0.38,-0.38,2.902,7.81,22.31
"2020-10-21 02:56:02",2613,8.476,30.19,44.11,0.02,0,97.12,-0.33,-0.33,2.926,7.83,22.36
"2020-10-21 03:56:02",2614,8.466,30.18,44.1,0.02,0,97.26,-0.38,-0.38,2.925,7.83,22.37
"2020-10-21 04:56:02",2615,8.463,30.17,44.1,0.02,0,97.22,-0.35,-0.35,2.926,7.83,22.38
"2020-10-21 05:56:02",2616,8.459,30.17,44.1,0.02,0,97.21,-0.32,-0.32,2.925,7.84,22.4
"2020-10-21 06:56:02",2617,8.454,30.16,44.1,0.02,0,97.23,-0.39,-0.39,2.926,7.83,22.37
"2020-10-21 07:56:02",2618,8.431,30.2,44.18,0.02,0,97.22,-0.36,-0.36,2.93,7.83,22.37
"2020-10-21 08:56:02",2619,8.427,30.2,44.18,0.02,0,97.23,-0.38,-0.38,2.934,7.83,22.37
"2020-10-21 09:56:02",2620,8.434,30.2,44.18,0.02,0,97.27,-0.37,-0.37,2.939,7.82,22.34
"2020-10-21 10:56:02",2621,8.433,30.2,44.18,0.02,0,97.27,-0.35,-0.35,2.943,7.83,22.37
"2020-10-21 11:56:02",2622,8.449,30.16,44.1,0.02,0,97.19,-0.35,-0.35,2.943,7.8,22.29
"2020-10-21 14:56:02",2623,8.444,30.14,44.07,0.02,0,97.06,-0.37,-0.37,2.932,7.83,22.38
"2020-10-21 15:56:02",2624,8.435,30.12,44.07,0.02,0,97.18,-0.38,-0.38,2.933,7.82,22.34
"2020-10-21 16:56:02",2625,8.433,30.12,44.06,0.02,0,97.21,-0.38,-0.38,2.929,7.83,22.37
"2020-10-21 17:56:02",2626,8.417,30.11,44.07,0.02,0,97.18,-0.36,-0.36,2.928,7.8,22.29
"2020-10-21 18:56:02",2627,8.429,30.12,44.07,0.02,0,97.21,-0.38,-0.38,2.927,7.84,22.39
"2020-10-21 19:56:02",2628,8.417,30.11,44.07,0.02,0,97.19,-0.41,-0.41,2.923,7.84,22.39
"2020-10-21 20:56:02",2629,8.393,30.1,44.08,0.02,0,97.15,-0.36,-0.36,2.918,7.84,22.4
"2020-10-21 21:56:02",2630,8.398,30.1,44.07,0.02,0,97.14,-0.34,-0.34,2.915,7.83,22.36
"2020-10-21 22:56:02",2631,8.397,30.1,44.07,0.02,0,97.14,-0.4,-0.4,2.915,7.83,22.38
"2020-10-21 23:56:02",2632,8.378,30.11,44.11,0.02,0,97.13,-0.38,-0.38,2.912,7.85,22.44
"2020-10-22 02:56:02",2633,8.371,30.11,44.12,0.02,0,96.91,-0.39,-0.39,2.896,7.87,22.48
"2020-10-22 03:56:02",2634,8.384,30.11,44.11,0.02,0,97.17,-0.4,-0.4,2.896,7.85,22.43
"2020-10-22 04:56:02",2635,8.368,30.1,44.12,0.02,0,97.12,-0.4,-0.4,2.896,7.84,22.41
"2020-10-22 05:56:02",2636,8.362,30.09,44.11,0.02,0,97.15,-0.38,-0.38,2.896,7.85,22.44
"2020-10-22 06:56:02",2637,8.376,30.11,44.11,0.02,0,97.14,-0.38,-0.38,2.895,7.86,22.47
"2020-10-22 07:56:02",2638,8.371,30.11,44.12,0.02,0,97.1,-0.38,-0.38,2.897,7.86,22.45
"2020-10-22 08:56:02",2639,8.367,30.09,44.11,0.02,0,97.09,-0.39,-0.39,2.903,7.85,22.42
"2020-10-22 09:56:02",2640,8.364,30.09,44.1,0.02,0,97.12,-0.4,-0.4,2.907,7.85,22.42
"2020-10-22 10:56:02",2641,8.335,30.08,44.12,0.02,0,97.07,-0.42,-0.42,2.909,7.82,22.35
"2020-10-22 11:56:02",2642,8.344,30.07,44.11,0.02,0,97.07,-0.4,-0.4,2.911,7.83,22.36
"2020-10-22 14:56:02",2643,8.333,30.07,44.12,0.02,0,97,-0.39,-0.39,2.882,7.83,22.37
"2020-10-22 15:56:02",2644,8.329,30.07,44.12,0.02,0,97.13,-0.41,-0.41,2.881,7.83,22.38
"2020-10-22 16:56:02",2645,8.329,30.07,44.12,0.02,0,97.12,-0.4,-0.4,2.889,7.84,22.4
"2020-10-22 17:56:03",2646,8.332,30.08,44.12,0.02,0,97.09,-0.41,-0.41,2.892,7.85,22.44
"2020-10-22 18:56:02",2647,8.303,30.06,44.13,0.02,0,97.09,-0.4,-0.4,2.894,7.85,22.42
"2020-10-22 19:56:02",2648,8.297,30.05,44.13,0.02,0,97.07,-0.41,-0.41,2.895,7.86,22.47
"2020-10-22 20:56:02",2649,8.289,30.05,44.13,0.02,0,97.09,-0.42,-0.42,2.895,7.87,22.48
"2020-10-22 21:56:02",2650,8.276,30.04,44.14,0.02,0,97.09,-0.4,-0.4,2.897,7.87,22.48
"2020-10-22 22:56:02",2651,8.268,30.03,44.13,0.02,0,97.12,-0.42,-0.42,2.903,7.88,22.53
"2020-10-22 23:56:02",2652,8.236,30.01,44.14,0.02,0,97.03,-0.41,-0.41,2.903,7.87,22.48
"2020-10-23 02:56:02",2653,8.223,30,44.14,0.02,0,96.84,-0.39,-0.39,2.965,7.88,22.52
"2020-10-23 03:56:02",2654,8.235,30.01,44.14,0.02,0,97.01,-0.46,-0.46,2.971,7.86,22.47
"2020-10-23 04:56:02",2655,8.2,29.98,44.15,0.02,0,96.99,-0.43,-0.43,2.97,7.88,22.52
"2020-10-23 05:56:02",2656,8.189,29.97,44.15,0.02,0,96.98,-0.44,-0.44,2.969,7.88,22.52
"2020-10-23 06:56:02",2657,8.215,30,44.15,0.02,0,96.97,-0.43,-0.43,2.976,7.87,22.5
"2020-10-23 07:56:02",2658,8.205,29.99,44.15,0.02,0,96.98,-0.41,-0.41,2.976,7.87,22.51
"2020-10-23 08:56:02",2659,8.195,29.99,44.16,0.02,0,96.93,-0.44,-0.44,2.976,7.88,22.51
"2020-10-23 09:56:02",2660,8.174,29.97,44.16,0.02,0,96.94,-0.41,-0.41,2.98,7.88,22.52
"2020-10-23 10:56:02",2661,8.185,29.98,44.16,0.02,0,96.95,-0.41,-0.41,2.983,7.88,22.51
"2020-10-23 11:56:02",2662,8.151,29.94,44.15,0.02,0,96.92,-0.4,-0.4,2.983,7.86,22.47
"2020-10-23 13:56:02",2663,8.138,29.95,44.17,0.02,0,96.64,-0.41,-0.41,2.911,7.88,22.54
"2020-10-23 14:56:02",2664,8.133,29.93,44.15,0.02,0,96.83,-0.42,-0.42,2.906,7.85,22.44
"2020-10-23 15:56:02",2665,8.113,29.92,44.16,0.02,0,96.95,-0.44,-0.44,2.905,7.87,22.49
"2020-10-23 16:56:02",2666,8.085,29.89,44.16,0.02,0,96.94,-0.39,-0.39,2.9,7.86,22.45
"2020-10-23 17:56:02",2667,8.071,29.89,44.17,0.02,0,96.91,-0.44,-0.44,2.902,7.87,22.49
"2020-10-23 18:56:02",2668,8.082,29.9,44.17,0.02,0,96.91,-0.41,-0.41,2.901,7.87,22.5
"2020-10-23 19:56:02",2669,8.082,29.9,44.17,0.02,0,96.88,-0.46,-0.46,2.897,7.88,22.52
"2020-10-23 20:56:02",2670,8.061,29.89,44.19,0.02,0,96.84,-0.42,-0.42,2.895,7.87,22.5
"2020-10-23 21:56:02",2671,8.051,29.88,44.18,0.02,0,96.84,-0.43,-0.43,2.888,7.89,22.55
"2020-10-23 22:56:02",2672,8.052,29.88,44.19,0.02,0,96.84,-0.42,-0.42,2.884,7.88,22.51
"2020-10-23 23:56:02",2673,8.031,29.87,44.19,0.02,0,96.79,-0.42,-0.42,2.878,7.88,22.52
"2020-10-24 02:56:02",2674,8.03,29.87,44.19,0.02,0,96.68,-0.44,-0.44,2.947,7.9,22.59
"2020-10-24 03:56:02",2675,8.044,29.87,44.18,0.02,0,96.81,-0.42,-0.42,2.946,7.87,22.5
"2020-10-24 04:56:03",2676,8.045,29.87,44.18,0.02,0,96.83,-0.46,-0.46,2.946,7.89,22.56
"2020-10-24 05:56:02",2677,8.042,29.87,44.18,0.02,0,96.77,-0.38,-0.38,2.942,7.88,22.52
"2020-10-24 06:56:02",2678,8.045,29.9,44.22,0.02,0,96.8,-0.44,-0.44,2.942,7.86,22.46
"2020-10-24 07:56:02",2679,8.045,29.91,44.23,0.02,0,96.8,-0.43,-0.43,2.942,7.86,22.47
"2020-10-24 08:56:02",2680,8.038,29.89,44.22,0.02,0,96.8,-0.45,-0.45,2.943,7.86,22.45
"2020-10-24 09:56:02",2681,8.037,29.89,44.22,0.02,0,96.81,-0.42,-0.42,2.947,7.85,22.44
"2020-10-24 10:56:02",2682,8.035,29.89,44.21,0.02,0,96.76,-0.44,-0.44,2.948,7.86,22.45
"2020-10-24 11:56:02",2683,8.028,29.89,44.22,0.02,0,96.77,-0.43,-0.43,2.947,7.82,22.33
"2020-10-24 14:56:02",2684,8.031,29.88,44.21,0.02,0,96.61,-0.45,-0.45,2.943,7.82,22.34
"2020-10-24 15:56:02",2685,8.02,29.87,44.21,0.02,0,96.78,-0.46,-0.46,2.941,7.79,22.25
"2020-10-24 16:56:02",2686,8.022,29.88,44.22,0.02,0,96.8,-0.44,-0.44,2.933,7.81,22.29
"2020-10-24 17:56:02",2687,8.017,29.87,44.21,0.02,0,96.78,-0.44,-0.44,2.93,7.82,22.35
"2020-10-24 18:56:02",2688,8.019,29.87,44.22,0.02,0,96.8,-0.44,-0.44,2.93,7.82,22.35
"2020-10-24 19:56:02",2689,8.004,29.86,44.22,0.02,0,96.8,-0.47,-0.47,2.919,7.84,22.42
"2020-10-24 20:56:02",2690,7.989,29.85,44.21,0.02,0,96.82,-0.44,-0.44,2.909,7.86,22.46
"2020-10-24 21:56:02",2691,7.964,29.82,44.2,0.02,0,96.81,-0.46,-0.46,2.902,7.87,22.5
"2020-10-24 22:56:02",2692,7.959,29.81,44.2,0.02,0,96.79,-0.45,-0.45,2.885,7.88,22.52
"2020-10-24 23:56:02",2693,7.939,29.81,44.22,0.02,0,96.83,-0.45,-0.45,2.881,7.9,22.57
"2020-10-25 02:56:02",2694,7.932,29.82,44.24,0.02,0,96.65,-0.45,-0.45,2.995,7.9,22.6
"2020-10-25 03:56:02",2695,7.932,29.81,44.23,0.02,0,96.8,-0.43,-0.43,2.991,7.88,22.53
"2020-10-25 03:56:02",2696,7.941,29.82,44.23,0.02,0,96.8,-0.45,-0.45,2.972,7.87,22.5
"2020-10-25 04:56:02",2697,7.989,29.85,44.21,0.02,0,96.8,-0.44,-0.44,2.957,7.85,22.42
"2020-10-25 05:56:02",2698,8.003,29.86,44.22,0.02,0,96.79,-0.48,-0.48,2.947,7.83,22.36
"2020-10-25 06:56:02",2699,7.996,29.85,44.21,0.02,0,96.77,-0.47,-0.47,2.948,7.83,22.37
"2020-10-25 07:56:02",2700,7.996,29.86,44.22,0.02,0,96.81,-0.44,-0.44,2.934,7.87,22.49
"2020-10-25 08:56:02",2701,7.993,29.85,44.21,0.02,0,96.8,-0.49,-0.49,2.937,7.85,22.42
"2020-10-25 09:56:02",2702,7.99,29.85,44.21,0.02,0,96.81,-0.46,-0.46,2.949,7.85,22.44
"2020-10-25 10:56:02",2703,7.991,29.84,44.2,0.02,0,96.84,-0.47,-0.47,2.968,7.85,22.43
"2020-10-25 11:56:02",2704,7.997,29.85,44.2,0.02,0,96.83,-0.48,-0.48,2.99,7.84,22.4
"2020-10-25 14:56:02",2705,8.005,29.86,44.21,0.02,0,96.75,-0.45,-0.45,2.911,7.85,22.42
"2020-10-25 15:56:02",2706,7.996,29.86,44.22,0.02,0,96.9,-0.49,-0.49,2.914,7.83,22.36
"2020-10-25 16:56:02",2707,7.99,29.85,44.22,0.02,0,96.89,-0.47,-0.47,2.921,7.83,22.38
"2020-10-25 17:56:02",2708,7.978,29.84,44.22,0.02,0,96.85,-0.49,-0.49,2.925,7.84,22.41
"2020-10-25 18:56:02",2709,7.977,29.85,44.22,0.02,0,96.82,-0.49,-0.49,2.925,7.84,22.41
"2020-10-25 19:56:02",2710,7.97,29.84,44.23,0.02,0,96.8,-0.47,-0.47,2.928,7.85,22.42
"2020-10-25 20:56:02",2711,7.963,29.83,44.22,0.02,0,96.84,-0.48,-0.48,2.929,7.84,22.4
"2020-10-25 21:56:02",2712,7.957,29.83,44.23,0.02,0,96.85,-0.5,-0.5,2.935,7.84,22.4
"2020-10-25 22:56:02",2713,7.958,29.83,44.22,0.02,0,96.83,-0.47,-0.47,2.936,7.85,22.42
"2020-10-25 23:56:02",2714,7.952,29.82,44.23,0.02,0,96.83,-0.48,-0.48,2.935,7.85,22.42
"2020-10-26 02:56:02",2715,7.935,29.82,44.23,0.02,0,96.62,-0.5,-0.5,2.884,7.86,22.47
"2020-10-26 03:56:02",2716,7.936,29.81,44.23,0.02,0,96.78,-0.5,-0.5,2.883,7.86,22.45
"2020-10-26 04:56:02",2717,7.929,29.81,44.23,0.02,0,96.77,-0.49,-0.49,2.879,7.86,22.45
"2020-10-26 05:56:02",2718,7.929,29.81,44.23,0.02,0,96.8,-0.48,-0.48,2.883,7.85,22.43
"2020-10-26 06:56:02",2719,7.923,29.8,44.23,0.02,0,96.79,-0.49,-0.49,2.884,7.86,22.46
"2020-10-26 07:56:02",2720,7.921,29.8,44.23,0.02,0,96.76,-0.45,-0.45,2.888,7.85,22.45
"2020-10-26 08:56:02",2721,7.913,29.78,44.21,0.02,0,96.76,-0.5,-0.5,2.895,7.85,22.42
"2020-10-26 09:56:02",2722,7.925,29.79,44.21,0.02,0,96.78,-0.51,-0.51,2.902,7.85,22.43
"2020-10-26 10:56:02",2723,7.916,29.79,44.22,0.02,0,96.75,-0.51,-0.51,2.903,7.84,22.39
"2020-10-26 11:56:02",2724,7.922,29.79,44.21,0.02,0,96.8,-0.49,-0.49,2.912,7.82,22.34
"2020-10-26 14:56:02",2725,7.914,29.8,44.23,0.02,0,96.64,-0.5,-0.5,2.971,7.84,22.41
"2020-10-26 15:56:02",2726,7.908,29.79,44.23,0.02,0,96.77,-0.52,-0.52,2.974,7.83,22.37
"2020-10-26 16:56:02",2727,7.904,29.8,44.24,0.02,0,96.8,-0.51,-0.51,2.977,7.82,22.35
"2020-10-26 17:56:02",2728,7.891,29.78,44.23,0.02,0,96.79,-0.51,-0.51,2.979,7.83,22.38
"2020-10-26 18:56:02",2729,7.875,29.77,44.24,0.02,0,96.72,-0.47,-0.47,2.979,7.82,22.35
"2020-10-26 19:56:02",2730,7.871,29.78,44.26,0.02,0,96.76,-0.51,-0.51,2.981,7.82,22.34
"2020-10-26 20:56:02",2731,7.875,29.78,44.26,0.02,0,96.8,-0.53,-0.53,2.985,7.85,22.43
"2020-10-26 21:56:02",2732,7.836,29.75,44.26,0.02,0,96.72,-0.51,-0.51,2.983,7.85,22.44
"2020-10-26 22:56:02",2733,7.855,29.77,44.26,0.02,0,96.73,-0.51,-0.51,2.981,7.85,22.42
"2020-10-26 23:56:02",2734,7.861,29.75,44.23,0.02,0,96.71,-0.47,-0.47,2.981,7.83,22.37
"2020-10-27 02:56:02",2735,7.856,29.75,44.24,0.02,0,96.53,-0.53,-0.53,2.952,7.86,22.45
"2020-10-27 03:56:02",2736,7.873,29.77,44.24,0.02,0,96.7,-0.52,-0.52,2.945,7.83,22.38
"2020-10-27 04:56:02",2737,7.874,29.77,44.24,0.02,0,96.71,-0.49,-0.49,2.944,7.85,22.42
"2020-10-27 05:56:02",2738,7.875,29.77,44.23,0.02,0,96.71,-0.5,-0.5,2.943,7.85,22.43
"2020-10-27 06:56:02",2739,7.853,29.74,44.23,0.02,0,96.68,-0.47,-0.47,2.94,7.85,22.43
"2020-10-27 07:56:02",2740,7.857,29.75,44.23,0.02,0,96.67,-0.51,-0.51,2.942,7.86,22.47
"2020-10-27 08:56:02",2741,7.852,29.75,44.23,0.02,0,96.68,-0.48,-0.48,2.943,7.87,22.48
"2020-10-27 09:56:02",2742,7.851,29.75,44.24,0.02,0,96.67,-0.51,-0.51,2.943,7.86,22.45
"2020-10-27 10:56:02",2743,7.843,29.74,44.24,0.02,0,96.65,-0.53,-0.53,2.941,7.85,22.44
"2020-10-27 11:56:02",2744,7.833,29.74,44.24,0.02,0,96.65,-0.5,-0.5,2.939,7.81,22.3
"2020-10-27 14:56:02",2745,7.841,29.75,44.25,0.02,0,96.49,-0.55,-0.55,2.895,7.81,22.32
"2020-10-27 15:56:02",2746,7.838,29.74,44.25,0.02,0,96.66,-0.53,-0.53,2.893,7.85,22.44
"2020-10-27 16:56:02",2747,7.828,29.74,44.25,0.02,0,96.65,-0.51,-0.51,2.893,7.85,22.42
"2020-10-27 17:56:02",2748,7.823,29.74,44.26,0.02,0,96.67,-0.5,-0.5,2.889,7.8,22.28
"2020-10-27 18:56:02",2749,7.817,29.73,44.25,0.02,0,96.7,-0.48,-0.48,2.889,7.85,22.43
"2020-10-27 19:56:02",2750,7.82,29.73,44.25,0.02,0,96.65,-0.56,-0.56,2.888,7.84,22.41
"2020-10-27 20:56:02",2751,7.802,29.71,44.25,0.02,0,96.64,-0.53,-0.53,2.888,7.84,22.39
"2020-10-27 21:56:02",2752,7.8,29.72,44.25,0.02,0,96.63,-0.53,-0.53,2.885,7.83,22.37
"2020-10-27 22:56:02",2753,7.8,29.71,44.25,0.02,0,96.64,-0.54,-0.54,2.884,7.83,22.36
"2020-10-27 23:56:02",2754,7.801,29.72,44.25,0.02,0,96.59,-0.54,-0.54,2.884,7.84,22.41
"2020-10-28 02:56:02",2755,7.802,29.73,44.27,0.02,0,96.5,-0.52,-0.52,2.892,7.84,22.39
"2020-10-28 03:56:02",2756,7.8,29.72,44.26,0.02,0,96.58,-0.53,-0.53,2.887,7.86,22.46
"2020-10-28 04:56:02",2757,7.785,29.71,44.26,0.02,0,96.59,-0.53,-0.53,2.882,7.88,22.52
"2020-10-28 05:56:02",2758,7.792,29.71,44.26,0.02,0,96.61,-0.51,-0.51,2.88,7.87,22.5
"2020-10-28 06:56:02",2759,7.778,29.7,44.25,0.02,0,96.55,-0.53,-0.53,2.875,7.87,22.49
"2020-10-28 07:56:02",2760,7.769,29.7,44.26,0.02,0,96.52,-0.51,-0.51,2.869,7.88,22.51
"2020-10-28 08:56:02",2761,7.751,29.69,44.27,0.02,0,96.54,-0.51,-0.51,2.864,7.87,22.5
"2020-10-28 09:56:02",2762,7.756,29.69,44.27,0.02,0,96.55,-0.5,-0.5,2.868,7.87,22.49
"2020-10-28 10:56:02",2763,7.761,29.69,44.27,0.02,0,96.54,-0.52,-0.52,2.87,7.85,22.44
"2020-10-28 11:56:02",2764,7.76,29.69,44.26,0.02,0,96.58,-0.54,-0.54,2.872,7.87,22.49
"2020-10-28 14:56:02",2765,7.752,29.69,44.27,0.02,0,96.37,-0.52,-0.52,2.888,7.86,22.47
"2020-10-28 15:56:02",2766,7.742,29.68,44.27,0.02,0,96.53,-0.53,-0.53,2.886,7.86,22.46
"2020-10-28 16:56:02",2767,7.728,29.66,44.27,0.02,0,96.52,-0.54,-0.54,2.881,7.84,22.41
"2020-10-28 17:56:03",2768,7.733,29.67,44.27,0.02,0,96.55,-0.52,-0.52,2.885,7.86,22.47
"2020-10-28 18:56:02",2769,7.737,29.68,44.27,0.02,0,96.53,-0.54,-0.54,2.886,7.86,22.46
"2020-10-28 19:56:02",2770,7.739,29.67,44.27,0.02,0,96.53,-0.53,-0.53,2.889,7.85,22.43
"2020-10-28 20:56:02",2771,7.735,29.68,44.28,0.02,0,96.55,-0.52,-0.52,2.893,7.86,22.47
"2020-10-28 21:56:02",2772,7.73,29.67,44.27,0.02,0,96.54,-0.51,-0.51,2.899,7.86,22.45
"2020-10-28 22:56:02",2773,7.735,29.67,44.28,0.02,0,96.56,-0.52,-0.52,2.904,7.84,22.39
